affinity_level,product_a_id,product_a_name,product_a_category,product_b_id,product_b_name,product_b_category,co_occurrence_count,support,confidence_A_to_B
product,P001350,Harbor Production,Clothing,P000831,Zenith Strong,Pet Supplies,2,0.0001,0.0952
product,P000108,Willow Fall,Pet Supplies,P000289,NeoTech Position,Books,2,0.0001,0.0952
product,P001421,Astra Mean,Electronics,P001067,GreenLeaf More,Sports,2,0.0001,0.0952
product,P001437,Solace Hundred,Pet Supplies,P000007,Zenith School,Toys,2,0.0001,0.0952
product,P001670,NeoTech Outside,Beauty,P001821,Orion Off,Electronics,2,0.0001,0.0952
product,P000898,Zenith Although,Sports,P001989,GreenLeaf Major,Books,2,0.0001,0.0952
product,P001053,NeoTech Market,Beauty,P000654,Pulse Run,Toys,2,0.0001,0.0952
product,P000394,Acme Boy,Toys,P000815,Willow Leader,Home & Kitchen,2,0.0001,0.0952
product,P001317,Everest System,Home & Kitchen,P000388,GreenLeaf Discover,Clothing,2,0.0001,0.0952
product,P001705,Astra Marriage,Groceries,P000041,Harbor Recent,Books,2,0.0001,0.0952
product,P000567,Orion Democrat,Home & Kitchen,P000164,Astra Town,Books,2,0.0001,0.0952
product,P000831,Zenith Strong,Pet Supplies,P001350,Harbor Production,Clothing,2,0.0001,0.0952
product,P001110,Zenith Again,Toys,P000540,Zenith Foreign,Automotive,2,0.0001,0.0909
product,P001162,Zenith Price,Books,P000244,Everest Sell,Books,2,0.0001,0.0909
product,P000608,GreenLeaf Visit,Toys,P001806,Nimbus Focus,Pet Supplies,2,0.0001,0.0909
product,P001780,Pulse Voice,Pet Supplies,P001114,Pulse Start,Home & Kitchen,2,0.0001,0.0909
product,P001217,Everest Really,Beauty,P000152,Zenith Soon,Sports,2,0.0001,0.0909
product,P001109,Acme So,Toys,P001996,NeoTech Turn,Home & Kitchen,2,0.0001,0.0909
product,P001609,Nimbus Hold,Books,P001631,Acme Real,Sports,2,0.0001,0.0909
product,P000815,Willow Leader,Home & Kitchen,P000394,Acme Boy,Toys,2,0.0001,0.0909
product,P001996,NeoTech Turn,Home & Kitchen,P001109,Acme So,Toys,2,0.0001,0.0909
product,P001117,Astra Water,Automotive,P000621,Astra Daughter,Toys,2,0.0001,0.0909
product,P001824,Solace Foreign,Electronics,P000129,Willow Woman,Beauty,2,0.0001,0.0909
product,P001789,Willow Wall,Automotive,P001147,Orion Position,Home & Kitchen,2,0.0001,0.0909
product,P001336,Solace Section,Home & Kitchen,P000260,Harbor System,Groceries,2,0.0001,0.0909
product,P000467,Orion Debate,Electronics,P000205,Pulse The,Toys,2,0.0001,0.0909
product,P000005,Astra Capital,Home & Kitchen,P001063,GreenLeaf Happen,Groceries,2,0.0001,0.0909
product,P001928,Everest Coach,Beauty,P000136,Zenith Phone,Electronics,2,0.0001,0.0909
product,P001144,GreenLeaf Know,Clothing,P001248,GreenLeaf Happen,Electronics,2,0.0001,0.0909
product,P000306,Everest Air,Sports,P001975,Orion Mouth,Sports,2,0.0001,0.0909
product,P000306,Everest Air,Sports,P000646,Zenith Study,Books,2,0.0001,0.0909
product,P000870,Orion Thought,Clothing,P001510,GreenLeaf Reduce,Pet Supplies,2,0.0001,0.0909
product,P000289,NeoTech Position,Books,P000108,Willow Fall,Pet Supplies,2,0.0001,0.0909
product,P001963,Orion Give,Clothing,P000317,Zenith International,Home & Kitchen,2,0.0001,0.0909
product,P001659,Willow Group,Pet Supplies,P001462,Zenith Happy,Electronics,2,0.0001,0.0909
product,P001945,Astra Future,Pet Supplies,P000076,Nimbus Test,Beauty,2,0.0001,0.0909
product,P001212,Harbor Be,Clothing,P000359,Zenith Citizen,Pet Supplies,2,0.0001,0.0909
product,P000315,Acme Room,Electronics,P000192,Pulse Near,Electronics,2,0.0001,0.0909
product,P000698,Everest Represent,Pet Supplies,P000712,GreenLeaf Window,Clothing,2,0.0001,0.0909
product,P001587,Zenith Rich,Electronics,P000953,Everest Century,Sports,2,0.0001,0.0909
product,P000209,Zenith Within,Clothing,P000385,Willow Mouth,Electronics,2,0.0001,0.0909
product,P000903,Pulse Paper,Toys,P000433,NeoTech Ask,Pet Supplies,2,0.0001,0.0909
product,P000693,GreenLeaf Job,Groceries,P000654,Pulse Run,Toys,2,0.0001,0.0909
product,P001224,Harbor Last,Toys,P001036,Pulse Security,Electronics,2,0.0001,0.0909
product,P000450,Orion Take,Books,P000707,Astra Another,Toys,2,0.0001,0.0909
product,P000635,Acme Provide,Books,P001952,GreenLeaf Action,Beauty,2,0.0001,0.0909
product,P000815,Willow Leader,Home & Kitchen,P000179,NeoTech Movement,Home & Kitchen,2,0.0001,0.0909
product,P001085,Harbor Avoid,Groceries,P001883,Pulse Still,Pet Supplies,2,0.0001,0.0909
product,P001004,Acme Mention,Pet Supplies,P000592,Astra Receive,Electronics,2,0.0001,0.0909
product,P000372,Solace Particular,Pet Supplies,P000159,Nimbus Stock,Sports,2,0.0001,0.0909
product,P001591,Solace Scene,Clothing,P000440,Solace Think,Beauty,2,0.0001,0.0909
product,P001193,Zenith Team,Pet Supplies,P000760,Zenith North,Beauty,2,0.0001,0.0909
product,P000728,Solace Around,Beauty,P000515,Zenith Treatment,Toys,2,0.0001,0.0909
product,P000609,Zenith Nation,Books,P000731,Pulse Treat,Electronics,2,0.0001,0.0909
product,P001426,Nimbus Attorney,Home & Kitchen,P000700,GreenLeaf Century,Clothing,2,0.0001,0.0909
product,P000576,Zenith Air,Pet Supplies,P000111,GreenLeaf Bar,Clothing,2,0.0001,0.0909
product,P000766,Pulse Sell,Clothing,P000525,GreenLeaf According,Books,2,0.0001,0.0909
product,P001967,Harbor Reach,Pet Supplies,P000580,Solace His,Beauty,2,0.0001,0.0909
product,P001928,Everest Coach,Beauty,P000346,Pulse Third,Books,2,0.0001,0.0909
product,P001903,Everest Number,Beauty,P001154,Acme Two,Beauty,2,0.0001,0.0909
product,P000315,Acme Room,Electronics,P000120,Zenith White,Clothing,2,0.0001,0.0909
product,P001314,Orion Response,Beauty,P000233,Zenith Might,Sports,2,0.0001,0.0909
product,P000800,Acme Whom,Pet Supplies,P001469,Orion Method,Clothing,2,0.0001,0.0909
product,P001824,Solace Foreign,Electronics,P000715,Astra Style,Books,2,0.0001,0.0909
product,P001522,Harbor Draw,Toys,P000330,Orion Begin,Pet Supplies,2,0.0001,0.0909
product,P000372,Solace Particular,Pet Supplies,P000756,Solace Resource,Toys,2,0.0001,0.0909
product,P000703,Everest It,Beauty,P000031,Pulse The,Books,2,0.0001,0.0909
product,P001193,Zenith Team,Pet Supplies,P000831,Zenith Strong,Pet Supplies,2,0.0001,0.0909
product,P000766,Pulse Sell,Clothing,P000053,Willow Item,Automotive,2,0.0001,0.0909
product,P001109,Acme So,Toys,P001772,Acme Then,Clothing,2,0.0001,0.0909
product,P001397,Zenith Town,Electronics,P000164,Astra Town,Books,2,0.0001,0.0909
product,P000521,Orion Risk,Groceries,P001462,Zenith Happy,Electronics,2,0.0001,0.0909
product,P001865,Everest Mrs,Books,P000231,Zenith Behavior,Electronics,2,0.0001,0.0909
product,P000348,Acme Vote,Pet Supplies,P000389,Willow Charge,Automotive,2,0.0001,0.0909
product,P001490,Orion Total,Clothing,P000402,Solace Change,Clothing,2,0.0001,0.0909
product,P000402,Solace Change,Clothing,P001490,Orion Total,Clothing,2,0.0001,0.0909
product,P001100,Nimbus Investment,Sports,P001276,Harbor Forget,Clothing,2,0.0001,0.0909
product,P001109,Acme So,Toys,P000597,Acme Consumer,Groceries,2,0.0001,0.0909
product,P000844,NeoTech Second,Toys,P000938,GreenLeaf Remember,Books,2,0.0001,0.0909
product,P001110,Zenith Again,Toys,P001594,Pulse Worker,Clothing,2,0.0001,0.0909
product,P001163,Everest Child,Home & Kitchen,P001748,Solace Who,Toys,2,0.0001,0.0909
product,P001731,GreenLeaf Glass,Electronics,P001411,Astra Support,Clothing,2,0.0001,0.0909
product,P001443,Pulse Scene,Books,P000144,GreenLeaf Interview,Automotive,2,0.0001,0.0909
product,P000768,Harbor Wind,Pet Supplies,P000063,Pulse Eight,Groceries,2,0.0001,0.0909
product,P000815,Willow Leader,Home & Kitchen,P001802,Everest In,Toys,2,0.0001,0.0909
product,P000782,Harbor None,Pet Supplies,P001005,Acme Majority,Home & Kitchen,2,0.0001,0.0909
product,P001144,GreenLeaf Know,Clothing,P000831,Zenith Strong,Pet Supplies,2,0.0001,0.0909
product,P001697,NeoTech Member,Toys,P000417,Astra Lose,Beauty,2,0.0001,0.087
product,P000953,Everest Century,Sports,P000471,NeoTech While,Sports,2,0.0001,0.087
product,P001955,Astra Remain,Beauty,P001577,Solace Small,Toys,2,0.0001,0.087
product,P000925,Harbor Size,Books,P001505,NeoTech Score,Clothing,2,0.0001,0.087
product,P001253,Zenith Red,Books,P001111,Pulse Indeed,Beauty,2,0.0001,0.087
product,P001111,Pulse Indeed,Beauty,P001253,Zenith Red,Books,2,0.0001,0.087
product,P000593,Willow Military,Books,P000623,Pulse Pass,Books,2,0.0001,0.087
product,P000730,Everest Miss,Automotive,P000023,Harbor Health,Groceries,2,0.0001,0.087
product,P001566,Willow Entire,Groceries,P000984,Pulse Possible,Home & Kitchen,2,0.0001,0.087
product,P001704,NeoTech Property,Books,P001761,Everest Line,Home & Kitchen,2,0.0001,0.087
product,P000120,Zenith White,Clothing,P000315,Acme Room,Electronics,2,0.0001,0.087
product,P000403,Orion Film,Clothing,P001812,Zenith Partner,Automotive,2,0.0001,0.087
product,P001782,Zenith Security,Clothing,P000567,Orion Democrat,Home & Kitchen,2,0.0001,0.087
product,P001285,Zenith Wrong,Beauty,P001462,Zenith Happy,Electronics,2,0.0001,0.087
product,P000900,Pulse Real,Groceries,P000587,Zenith Friend,Books,2,0.0001,0.087
product,P001664,Willow Her,Toys,P001257,Nimbus Small,Automotive,2,0.0001,0.087
product,P000091,Orion Involve,Books,P001312,Harbor Group,Sports,2,0.0001,0.087
product,P001174,Zenith Wait,Sports,P001657,Solace Table,Groceries,2,0.0001,0.087
product,P000388,GreenLeaf Discover,Clothing,P001317,Everest System,Home & Kitchen,2,0.0001,0.087
product,P001799,Astra Protect,Groceries,P001018,Astra Yes,Automotive,2,0.0001,0.087
product,P000654,Pulse Run,Toys,P001053,NeoTech Market,Beauty,2,0.0001,0.087
product,P000083,Harbor Spring,Toys,P000941,Solace Across,Clothing,2,0.0001,0.087
product,P000924,Everest Table,Sports,P001784,Everest Beautiful,Sports,2,0.0001,0.087
product,P000034,Everest Figure,Automotive,P001509,Everest Reach,Beauty,2,0.0001,0.087
product,P001452,Harbor Significant,Home & Kitchen,P001169,Solace Education,Sports,2,0.0001,0.087
product,P001200,Nimbus Us,Toys,P001076,Pulse Take,Automotive,2,0.0001,0.087
product,P001473,Orion Former,Toys,P000605,Zenith Dog,Clothing,2,0.0001,0.087
product,P000599,Nimbus Analysis,Groceries,P000592,Astra Receive,Electronics,2,0.0001,0.087
product,P000953,Everest Century,Sports,P001587,Zenith Rich,Electronics,2,0.0001,0.087
product,P000756,Solace Resource,Toys,P000372,Solace Particular,Pet Supplies,2,0.0001,0.087
product,P001481,Harbor Act,Beauty,P001097,Astra Son,Sports,2,0.0001,0.087
product,P000654,Pulse Run,Toys,P000693,GreenLeaf Job,Groceries,2,0.0001,0.087
product,P000125,Orion Gas,Beauty,P000343,Acme Others,Home & Kitchen,2,0.0001,0.087
product,P001905,GreenLeaf Race,Groceries,P001022,GreenLeaf Save,Pet Supplies,2,0.0001,0.087
product,P001606,GreenLeaf Stage,Electronics,P001524,Zenith Along,Pet Supplies,2,0.0001,0.087
product,P000171,Astra Protect,Toys,P001653,Nimbus Control,Electronics,2,0.0001,0.087
product,P000125,Orion Gas,Beauty,P001468,NeoTech Town,Automotive,2,0.0001,0.087
product,P000283,Everest Image,Beauty,P001817,Harbor Not,Beauty,2,0.0001,0.087
product,P001821,Orion Off,Electronics,P001670,NeoTech Outside,Beauty,2,0.0001,0.087
product,P000715,Astra Style,Books,P001824,Solace Foreign,Electronics,2,0.0001,0.087
product,P000054,GreenLeaf Hair,Automotive,P000133,Solace Team,Pet Supplies,2,0.0001,0.087
product,P001771,GreenLeaf Guess,Sports,P000201,Willow Something,Toys,2,0.0001,0.087
product,P001704,NeoTech Property,Books,P000141,Harbor Since,Automotive,2,0.0001,0.087
product,P001019,GreenLeaf Whatever,Toys,P001944,Nimbus East,Books,2,0.0001,0.087
product,P000798,Solace Discover,Groceries,P001654,GreenLeaf Eye,Sports,2,0.0001,0.087
product,P001803,NeoTech Throughout,Beauty,P000221,Nimbus Customer,Groceries,2,0.0001,0.087
product,P000687,Everest Particularly,Sports,P001069,Nimbus Cost,Electronics,2,0.0001,0.087
product,P001771,GreenLeaf Guess,Sports,P000376,Zenith Color,Automotive,2,0.0001,0.087
product,P000505,Solace Future,Books,P001378,NeoTech Particular,Home & Kitchen,2,0.0001,0.087
product,P001378,NeoTech Particular,Home & Kitchen,P000505,Solace Future,Books,2,0.0001,0.087
product,P001296,Harbor Pick,Toys,P001173,Willow Reach,Electronics,2,0.0001,0.087
product,P000722,NeoTech Build,Clothing,P000939,Zenith Now,Pet Supplies,2,0.0001,0.087
product,P000969,Astra A,Toys,P001738,Nimbus Wish,Pet Supplies,2,0.0001,0.087
product,P001276,Harbor Forget,Clothing,P001100,Nimbus Investment,Sports,2,0.0001,0.087
product,P000798,Solace Discover,Groceries,P001665,Astra Might,Toys,2,0.0001,0.087
product,P000339,Nimbus Memory,Pet Supplies,P000840,Harbor Probably,Automotive,2,0.0001,0.087
product,P000996,Harbor Source,Clothing,P001385,Willow We,Automotive,2,0.0001,0.087
product,P000593,Willow Military,Books,P000093,NeoTech Peace,Sports,2,0.0001,0.087
product,P001473,Orion Former,Toys,P001916,GreenLeaf Feel,Home & Kitchen,2,0.0001,0.087
product,P001200,Nimbus Us,Toys,P001433,NeoTech My,Automotive,2,0.0001,0.087
product,P000599,Nimbus Analysis,Groceries,P001614,Solace Create,Clothing,2,0.0001,0.087
product,P001976,Orion Size,Beauty,P001883,Pulse Still,Pet Supplies,2,0.0001,0.087
product,P000120,Zenith White,Clothing,P000033,Pulse Officer,Toys,2,0.0001,0.087
product,P001077,Zenith Large,Clothing,P000237,Zenith Thus,Automotive,2,0.0001,0.087
product,P001030,Acme Figure,Home & Kitchen,P000225,GreenLeaf Newspaper,Electronics,2,0.0001,0.087
product,P000938,GreenLeaf Remember,Books,P000844,NeoTech Second,Toys,2,0.0001,0.087
product,P001481,Harbor Act,Beauty,P001543,Nimbus Attack,Beauty,2,0.0001,0.087
product,P000716,Acme Factor,Electronics,P001645,Nimbus Much,Sports,2,0.0001,0.087
product,P001422,Solace News,Automotive,P001796,Zenith Military,Pet Supplies,2,0.0001,0.087
product,P000291,Nimbus Goal,Books,P001315,Everest Well,Books,2,0.0001,0.087
product,P001803,NeoTech Throughout,Beauty,P001822,Orion Race,Automotive,2,0.0001,0.087
product,P001481,Harbor Act,Beauty,P001037,Solace Growth,Home & Kitchen,2,0.0001,0.087
product,P000868,Willow Eat,Beauty,P000816,Pulse Author,Toys,2,0.0001,0.087
product,P000599,Nimbus Analysis,Groceries,P001138,Orion Push,Pet Supplies,2,0.0001,0.087
product,P001249,GreenLeaf Even,Books,P001695,Pulse Look,Groceries,2,0.0001,0.087
product,P000653,Orion Coach,Electronics,P001017,Orion Late,Sports,2,0.0001,0.0833
product,P000197,Astra Brother,Pet Supplies,P000990,Orion Save,Automotive,2,0.0001,0.0833
product,P000439,GreenLeaf Need,Clothing,P001040,Willow Court,Beauty,2,0.0001,0.0833
product,P000990,Orion Save,Automotive,P000197,Astra Brother,Pet Supplies,2,0.0001,0.0833
product,P000225,GreenLeaf Newspaper,Electronics,P001030,Acme Figure,Home & Kitchen,2,0.0001,0.0833
product,P000112,Orion Surface,Sports,P001237,Solace Agree,Groceries,2,0.0001,0.0833
product,P001203,Harbor Would,Home & Kitchen,P001324,GreenLeaf Approach,Groceries,2,0.0001,0.0833
product,P000346,Pulse Third,Books,P001928,Everest Coach,Beauty,2,0.0001,0.0833
product,P001719,Zenith Natural,Home & Kitchen,P000268,Willow Officer,Automotive,2,0.0001,0.0833
product,P000525,GreenLeaf According,Books,P000126,Willow Arm,Sports,2,0.0001,0.0833
product,P000330,Orion Begin,Pet Supplies,P001522,Harbor Draw,Toys,2,0.0001,0.0833
product,P000749,GreenLeaf Authority,Electronics,P000755,Nimbus Affect,Books,2,0.0001,0.0833
product,P000547,Everest Region,Clothing,P000260,Harbor System,Groceries,2,0.0001,0.0833
product,P000197,Astra Brother,Pet Supplies,P001387,Harbor Success,Sports,2,0.0001,0.0833
product,P001953,Orion International,Electronics,P000385,Willow Mouth,Electronics,2,0.0001,0.0833
product,P000192,Pulse Near,Electronics,P000315,Acme Room,Electronics,2,0.0001,0.0833
product,P000795,GreenLeaf News,Books,P000979,Solace Per,Home & Kitchen,2,0.0001,0.0833
product,P000795,GreenLeaf News,Books,P001322,GreenLeaf Mr,Beauty,2,0.0001,0.0833
product,P001835,Everest Indicate,Pet Supplies,P001965,Orion Child,Pet Supplies,2,0.0001,0.0833
product,P000542,Everest Rock,Clothing,P001761,Everest Line,Home & Kitchen,2,0.0001,0.0833
product,P000909,Orion Head,Pet Supplies,P000549,Zenith History,Books,2,0.0001,0.0833
product,P001835,Everest Indicate,Pet Supplies,P000413,Solace Follow,Beauty,2,0.0001,0.0833
product,P001919,GreenLeaf Look,Beauty,P001458,NeoTech Leader,Automotive,2,0.0001,0.0833
product,P000129,Willow Woman,Beauty,P001824,Solace Foreign,Electronics,2,0.0001,0.0833
product,P000733,Nimbus Check,Beauty,P001266,NeoTech Participant,Home & Kitchen,2,0.0001,0.0833
product,P001736,GreenLeaf Reach,Groceries,P000340,Zenith Life,Groceries,2,0.0001,0.0833
product,P001105,Pulse A,Sports,P000263,Solace Most,Groceries,2,0.0001,0.0833
product,P001812,Zenith Partner,Automotive,P000403,Orion Film,Clothing,2,0.0001,0.0833
product,P001248,GreenLeaf Happen,Electronics,P001144,GreenLeaf Know,Clothing,2,0.0001,0.0833
product,P001235,Everest Manage,Groceries,P000061,Astra Fly,Automotive,2,0.0001,0.0833
product,P000303,Willow Note,Electronics,P000380,Solace Social,Home & Kitchen,2,0.0001,0.0833
product,P001154,Acme Two,Beauty,P001903,Everest Number,Beauty,2,0.0001,0.0833
product,P000623,Pulse Pass,Books,P000593,Willow Military,Books,2,0.0001,0.0833
product,P001196,Orion Near,Home & Kitchen,P000769,Orion Above,Electronics,2,0.0001,0.0833
product,P001495,Acme Soldier,Clothing,P000198,Orion Face,Electronics,2,0.0001,0.0833
product,P000330,Orion Begin,Pet Supplies,P001047,Pulse But,Pet Supplies,2,0.0001,0.0833
product,P001856,GreenLeaf Somebody,Toys,P001187,Zenith Turn,Groceries,2,0.0001,0.0833
product,P000648,Astra Federal,Pet Supplies,P000105,Acme Lead,Sports,2,0.0001,0.0833
product,P001025,Solace Policy,Sports,P000998,Acme Cause,Sports,2,0.0001,0.0833
product,P001786,Astra Expect,Sports,P001384,Pulse Few,Clothing,2,0.0001,0.0833
product,P001719,Zenith Natural,Home & Kitchen,P001282,Solace Movie,Beauty,2,0.0001,0.0833
product,P001290,Solace And,Clothing,P001114,Pulse Start,Home & Kitchen,2,0.0001,0.0833
product,P001881,Acme Support,Books,P001828,Willow Cost,Books,2,0.0001,0.0833
product,P001389,GreenLeaf Sea,Groceries,P001835,Everest Indicate,Pet Supplies,2,0.0001,0.0833
product,P000461,Nimbus Family,Electronics,P000458,Everest Black,Electronics,2,0.0001,0.0833
product,P001328,NeoTech Act,Toys,P001598,NeoTech Administration,Automotive,2,0.0001,0.0833
product,P000640,Zenith Rise,Automotive,P001034,Nimbus Imagine,Home & Kitchen,2,0.0001,0.0833
product,P001029,Zenith Might,Groceries,P000886,Pulse Sea,Automotive,2,0.0001,0.0833
product,P000854,GreenLeaf Plan,Automotive,P001275,Nimbus Bad,Toys,2,0.0001,0.0833
product,P001406,Acme Far,Books,P000708,Nimbus Under,Beauty,2,0.0001,0.0833
product,P001835,Everest Indicate,Pet Supplies,P001389,GreenLeaf Sea,Groceries,2,0.0001,0.0833
product,P000075,Everest Look,Automotive,P001149,Nimbus Military,Automotive,2,0.0001,0.0833
product,P001802,Everest In,Toys,P000815,Willow Leader,Home & Kitchen,2,0.0001,0.0833
product,P000809,GreenLeaf Carry,Clothing,P000268,Willow Officer,Automotive,2,0.0001,0.0833
product,P001069,Nimbus Cost,Electronics,P000687,Everest Particularly,Sports,2,0.0001,0.0833
product,P001005,Acme Majority,Home & Kitchen,P000782,Harbor None,Pet Supplies,2,0.0001,0.0833
product,P000836,NeoTech Develop,Books,P001689,Willow Condition,Sports,2,0.0001,0.0833
product,P000525,GreenLeaf According,Books,P000766,Pulse Sell,Clothing,2,0.0001,0.0833
product,P001403,Willow At,Sports,P001517,GreenLeaf Present,Clothing,2,0.0001,0.0833
product,P000606,Everest Since,Clothing,P001451,Solace Know,Automotive,2,0.0001,0.0833
product,P001403,Willow At,Sports,P000506,Harbor West,Sports,2,0.0001,0.0833
product,P001231,Solace All,Sports,P001012,Acme Him,Electronics,2,0.0001,0.08
product,P001474,Astra Write,Groceries,P000544,Orion Now,Clothing,2,0.0001,0.08
product,P001187,Zenith Turn,Groceries,P000644,NeoTech Investment,Automotive,2,0.0001,0.08
product,P001975,Orion Mouth,Sports,P000306,Everest Air,Sports,2,0.0001,0.08
product,P000389,Willow Charge,Automotive,P000348,Acme Vote,Pet Supplies,2,0.0001,0.08
product,P000438,Orion Pm,Home & Kitchen,P000159,Nimbus Stock,Sports,2,0.0001,0.08
product,P000706,Solace Situation,Home & Kitchen,P000507,Willow Beyond,Home & Kitchen,2,0.0001,0.08
product,P001761,Everest Line,Home & Kitchen,P001704,NeoTech Property,Books,2,0.0001,0.08
product,P000432,Harbor Develop,Pet Supplies,P001112,Willow Sing,Groceries,2,0.0001,0.08
product,P001187,Zenith Turn,Groceries,P001856,GreenLeaf Somebody,Toys,2,0.0001,0.08
product,P001308,Willow Turn,Sports,P001825,Solace People,Home & Kitchen,2,0.0001,0.08
product,P000878,Orion Thought,Books,P001097,Astra Son,Sports,2,0.0001,0.08
product,P000061,Astra Fly,Automotive,P001235,Everest Manage,Groceries,2,0.0001,0.08
product,P001642,Acme Design,Groceries,P001734,Astra About,Home & Kitchen,2,0.0001,0.08
product,P000021,Willow Special,Electronics,P000103,Harbor Two,Books,2,0.0001,0.08
product,P001617,Astra Plant,Automotive,P001552,Nimbus Key,Automotive,2,0.0001,0.08
product,P001351,GreenLeaf Billion,Pet Supplies,P001492,Nimbus Economic,Toys,2,0.0001,0.08
product,P001817,Harbor Not,Beauty,P000283,Everest Image,Beauty,2,0.0001,0.08
product,P001761,Everest Line,Home & Kitchen,P000542,Everest Rock,Clothing,2,0.0001,0.08
product,P001149,Nimbus Military,Automotive,P000075,Everest Look,Automotive,2,0.0001,0.08
product,P000942,Acme Memory,Clothing,P000028,Astra Road,Automotive,2,0.0001,0.08
product,P001829,Harbor Point,Clothing,P000410,Nimbus Surface,Beauty,2,0.0001,0.08
product,P001169,Solace Education,Sports,P001360,GreenLeaf Say,Pet Supplies,2,0.0001,0.08
product,P001104,Orion Vote,Toys,P001841,Willow Local,Toys,2,0.0001,0.08
product,P000893,Astra Worker,Pet Supplies,P001207,Zenith War,Beauty,2,0.0001,0.08
product,P001169,Solace Education,Sports,P000922,Pulse Goal,Home & Kitchen,2,0.0001,0.08
product,P001114,Pulse Start,Home & Kitchen,P001107,Zenith Fly,Pet Supplies,2,0.0001,0.08
product,P001243,GreenLeaf Design,Sports,P001549,GreenLeaf Drive,Books,2,0.0001,0.08
product,P001992,Astra Particularly,Electronics,P001772,Acme Then,Clothing,2,0.0001,0.08
product,P001169,Solace Education,Sports,P001452,Harbor Significant,Home & Kitchen,2,0.0001,0.08
product,P000714,Everest Economic,Groceries,P001842,Orion Kitchen,Books,2,0.0001,0.08
product,P001617,Astra Plant,Automotive,P001696,Astra Woman,Clothing,2,0.0001,0.08
product,P001026,Harbor Hospital,Clothing,P001002,Harbor Night,Clothing,2,0.0001,0.08
product,P000761,Willow Perform,Pet Supplies,P001520,Pulse Chair,Sports,2,0.0001,0.08
product,P001176,Orion Increase,Electronics,P000961,Solace Close,Automotive,2,0.0001,0.08
product,P000726,NeoTech Production,Clothing,P001701,Willow Executive,Electronics,2,0.0001,0.08
product,P000961,Solace Close,Automotive,P001176,Orion Increase,Electronics,2,0.0001,0.08
product,P000045,Nimbus Wrong,Automotive,P001166,Solace Peace,Sports,2,0.0001,0.08
product,P000707,Astra Another,Toys,P000450,Orion Take,Books,2,0.0001,0.08
product,P001608,Orion Whatever,Books,P001494,NeoTech Often,Books,2,0.0001,0.08
product,P001687,Orion Painting,Pet Supplies,P000264,Acme Account,Electronics,2,0.0001,0.08
product,P000544,Orion Now,Clothing,P001474,Astra Write,Groceries,2,0.0001,0.08
product,P001114,Pulse Start,Home & Kitchen,P001780,Pulse Voice,Pet Supplies,2,0.0001,0.08
product,P001187,Zenith Turn,Groceries,P001993,Zenith Rise,Pet Supplies,2,0.0001,0.08
product,P000385,Willow Mouth,Electronics,P001953,Orion International,Electronics,2,0.0001,0.08
product,P001951,Willow Perform,Pet Supplies,P001989,GreenLeaf Major,Books,2,0.0001,0.08
product,P000801,Everest Voice,Pet Supplies,P000886,Pulse Sea,Automotive,2,0.0001,0.08
product,P001114,Pulse Start,Home & Kitchen,P001290,Solace And,Clothing,2,0.0001,0.08
product,P000592,Astra Receive,Electronics,P000599,Nimbus Analysis,Groceries,2,0.0001,0.08
product,P000592,Astra Receive,Electronics,P001004,Acme Mention,Pet Supplies,2,0.0001,0.08
product,P000343,Acme Others,Home & Kitchen,P000125,Orion Gas,Beauty,2,0.0001,0.08
product,P001738,Nimbus Wish,Pet Supplies,P000969,Astra A,Toys,2,0.0001,0.08
